module,module_scale,fort_background,final_biomass_gDW_L,delta_biomass_gDW_L,final_formate_mM,final_co2_mM,cumulative_biomass_production_gDW_L,cumulative_formate_consumed_mM_gDW_h_proxy,cumulative_fdh_flux_mM_gDW_h_proxy,cumulative_rubisco_total_flux_mM_gDW_h_proxy,cumulative_rbpcx_flux_mM_gDW_h_proxy,cumulative_cs_flux_mM_gDW_h_proxy,cumulative_icdhyr_flux_mM_gDW_h_proxy,external_co2_uptake_blocked,scaled_reactions,baseline_final_biomass_gDW_L,baseline_cumulative_rubisco_total,baseline_cumulative_rbpcx,baseline_cumulative_cs,baseline_cumulative_icdhyr,relative_final_biomass,relative_cumulative_rubisco_total_flux,relative_cumulative_rbpcx_flux,relative_cumulative_cs_flux,relative_cumulative_icdhyr_flux
TCA,0.5,1.0,0.4630064662571311,0.4430064662571311,0.0,11.12647232108869,0.4430064662571311,19.98309178277253,19.858039677191176,9.408640222777905,9.408640222777905,0.22966860785408647,0.22966860785408647,True,CS;ACONT;ICDHyr;AKGDH;SUCOAS;SUCDi;FUM;MDH;ME2,0.4630064662571311,9.408640222839455,9.408640222839455,0.22966860785408597,0.22966860785408602,1.0,0.999999999993458,0.999999999993458,1.0000000000000022,1.000000000000002
TCA,1.0,1.0,0.4630064662571311,0.4430064662571311,0.0,11.126472321146036,0.4430064662571311,19.983091782899983,19.858039677311705,9.408640222839455,9.408640222839455,0.22966860785408597,0.22966860785408602,True,CS;ACONT;ICDHyr;AKGDH;SUCOAS;SUCDi;FUM;MDH;ME2,0.4630064662571311,9.408640222839455,9.408640222839455,0.22966860785408597,0.22966860785408602,1.0,1.0,1.0,1.0,1.0
TCA,2.0,1.0,0.4630064662571311,0.4430064662571311,0.0,11.126472321154989,0.4430064662571311,19.983091782920226,19.858039677330837,9.408640222849302,9.408640222849302,0.22966860785408647,0.22966860785408647,True,CS;ACONT;ICDHyr;AKGDH;SUCOAS;SUCDi;FUM;MDH;ME2,0.4630064662571311,9.408640222839455,9.408640222839455,0.22966860785408597,0.22966860785408602,1.0,1.0000000000010465,1.0000000000010465,1.0000000000000022,1.000000000000002
Cyclic electron flow,0.01,1.0,0.22412046107410127,0.20412046107410128,0.0,15.760260620242738,0.2041204610741013,19.50671368327621,19.449094448807607,4.3351420952972735,4.3351420952972735,0.10582252337187638,0.10582252337187682,True,,0.4630064662571311,9.408640222605287,9.408640222605287,0.22966860785408638,0.22966860785408647,0.4840547106951974,0.46076180964828695,0.46076180964828695,0.46076180963794494,0.4607618096379467
Cyclic electron flow,0.05,1.0,0.4630064662571311,0.4430064662571311,0.0,11.126472321136555,0.4430064662571311,19.983091782878827,19.85803967729171,9.408640222829188,9.408640222829188,0.22966860785408647,0.22966860785408647,True,,0.4630064662571311,9.408640222605287,9.408640222605287,0.22966860785408638,0.22966860785408647,1.0,1.0000000000237974,1.0000000000237974,1.0000000000000004,1.0
Cyclic electron flow,0.1,1.0,0.4630064662571311,0.4430064662571311,0.0,11.12647232113662,0.4430064662571311,19.98309178287893,19.85803967729182,9.408640222829245,9.408640222829245,0.22966860785408644,0.22966860785408647,True,,0.4630064662571311,9.408640222605287,9.408640222605287,0.22966860785408638,0.22966860785408647,1.0,1.0000000000238034,1.0000000000238034,1.0000000000000002,1.0
Cyclic electron flow,0.2,1.0,0.4630064662571311,0.4430064662571311,0.0,11.126472320932663,0.4430064662571311,19.983091782418047,19.858039676856215,9.408640222603944,9.408640222603944,0.22966860785408647,0.22966860785408647,True,,0.4630064662571311,9.408640222605287,9.408640222605287,0.22966860785408638,0.22966860785408647,1.0,0.9999999999998572,0.9999999999998572,1.0000000000000004,1.0
Cyclic electron flow,0.5,1.0,0.4630064662571311,0.4430064662571311,0.0,11.126472321136863,0.4430064662571311,19.983091782879697,19.858039677292457,9.408640222829563,9.408640222829563,0.22966860785408638,0.22966860785408647,True,,0.4630064662571311,9.408640222605287,9.408640222605287,0.22966860785408638,0.22966860785408647,1.0,1.0000000000238372,1.0000000000238372,1.0,1.0
Cyclic electron flow,1.0,1.0,0.4630064662571311,0.4430064662571311,0.0,11.126472320934678,0.4430064662571311,19.983091782421436,19.858039676859512,9.408640222605287,9.408640222605287,0.22966860785408638,0.22966860785408647,True,,0.4630064662571311,9.408640222605287,9.408640222605287,0.22966860785408638,0.22966860785408647,1.0,1.0,1.0,1.0,1.0
Cyclic electron flow,2.0,1.0,0.4630064662571311,0.4430064662571311,0.0,11.126472321136644,0.4430064662571311,19.983091782879264,19.858039677292087,9.408640222829435,9.408640222829435,0.22966860785408594,0.22966860785408594,True,,0.4630064662571311,9.408640222605287,9.408640222605287,0.22966860785408638,0.22966860785408647,1.0,1.0000000000238236,1.0000000000238236,0.9999999999999981,0.9999999999999977
Photon uptake,0.01,1.0,0.192442988463068,0.17244298846306802,0.0,16.471086152332138,0.172442988463068,19.618274226714856,19.56959692633174,3.662371005974073,3.662371005974073,0.08939991651134313,0.08939991651134266,True,,0.45880375255887895,10.270719723843593,10.270719723843593,0.22748978772885914,0.22748978772885914,0.41944510564649645,0.3565836771372348,0.3565836771372348,0.3929843066973065,0.39298430669730444
Photon uptake,0.05,1.0,0.19687031323046075,0.17687031323046076,0.0,16.430731801958395,0.17687031323046082,19.661764323344286,19.61183897152932,3.7563446900676616,3.7563446900676616,0.09168835890016697,0.09168835890016308,True,,0.45880375255887895,10.270719723843593,10.270719723843593,0.22748978772885914,0.22748978772885914,0.42909481915189024,0.36573334596476864,0.36573334596476864,0.4030438456843989,0.40304384568438184
Photon uptake,0.1,1.0,0.21116522363196055,0.19116522363196056,0.0,16.360413321171325,0.1911652236319605,19.858954816953602,19.8049945503221,4.0599341832261535,4.0599341832261535,0.09909829169749378,0.09909829169749378,True,,0.45880375255887895,10.270719723843593,10.270719723843593,0.22748978772885914,0.22748978772885914,0.46025173607284614,0.3952920819950884,0.3952920819950884,0.43561644101407837,0.43561644101407837
Photon uptake,0.2,1.0,0.2542910956512328,0.23429109565123282,0.0,14.959525779872274,0.23429109565123277,19.28909904721916,19.22296331236399,4.975908373760704,4.975908373760704,0.12146360683096384,0.12146360683113618,True,,0.45880375255887895,10.270719723843593,10.270719723843593,0.22748978772885914,0.22748978772885914,0.5542480728045032,0.4844751397712738,0.4844751397712738,0.5339299317283379,0.5339299317290954
Photon uptake,0.5,1.0,0.4630064662571311,0.4430064662571311,0.0,11.126472321124568,0.4430064662571311,19.98309178284908,19.858039677263697,9.408640222813696,9.408640222813696,0.22966860785408638,0.22966860785408647,True,,0.45880375255887895,10.270719723843593,10.270719723843593,0.22748978772885914,0.22748978772885914,1.009160155458216,0.9160643534037279,0.9160643534037279,1.0095776612523115,1.0095776612523117
Photon uptake,1.0,1.0,0.45880375255887895,0.43880375255887893,0.0,11.037150630281545,0.43880375255887893,19.812652338151047,19.688786576867955,10.270719723843593,10.270719723843593,0.22748978772885914,0.22748978772885914,True,,0.45880375255887895,10.270719723843593,10.270719723843593,0.22748978772885914,0.22748978772885914,1.0,1.0,1.0,1.0,1.0
Photon uptake,2.0,1.0,0.45884760769901733,0.4388476076990173,0.0,11.038167358602708,0.4388476076990173,19.81452115086981,19.69064301013388,10.271651126129916,10.271651126129916,0.22751252362494861,0.22751252362494861,True,,0.45880375255887895,10.270719723843593,10.270719723843593,0.22748978772885914,0.22748978772885914,1.0000955858357605,1.0000906852013653,1.0000906852013653,1.0000999424911177,1.0000999424911177
